ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
A_23_P65584	8.19e-04	4.55e-04	8.05	COQ6	coenzyme Q6, monooxygenase
A_32_P50	8.19e-04	4.55e-04	8.05		
A_24_P54900	8.19e-04	4.55e-04	8.05	LNX1	ligand of numb-protein X 1
A_32_P212471	8.20e-04	4.56e-04	8.05	RIIAD1	regulatory subunit of type II PKA R-subunit (RIIa) domain containing 1
A_32_P176550	8.20e-04	4.56e-04	8.05	JMY	junction mediating and regulatory protein, p53 cofactor
A_24_P668333	8.20e-04	4.56e-04	8.05		
A_32_P36341	8.21e-04	4.56e-04	8.05	AK9	adenylate kinase 9
A_24_P2463	8.21e-04	4.56e-04	8.05	WHSC1	Wolf-Hirschhorn syndrome candidate 1
A_24_P189739	8.21e-04	4.57e-04	8.05	DUSP16	dual specificity phosphatase 16
A_23_P158007	8.22e-04	4.57e-04	8.05	ZDHHC12	zinc finger DHHC-type containing 12
A_23_P256413	8.22e-04	4.57e-04	8.05	CMTM7	CKLF like MARVEL transmembrane domain containing 7
A_24_P916317	8.22e-04	4.57e-04	8.05		
A_23_P163173	8.22e-04	4.57e-04	8.05	LTB4R2	leukotriene B4 receptor 2
A_24_P170774	8.22e-04	4.57e-04	8.05	LRCH1	leucine rich repeats and calponin homology domain containing 1
A_23_P80583	8.22e-04	4.57e-04	8.05	CLDN16	claudin 16
A_32_P186364	8.23e-04	4.58e-04	8.05	C14orf37	chromosome 14 open reading frame 37
A_32_P122925	8.23e-04	4.58e-04	8.05	CBR3-AS1	CBR3 antisense RNA 1
A_32_P227265	8.23e-04	4.58e-04	8.05		
A_24_P382026	8.23e-04	4.58e-04	8.05	MIF4GD	MIF4G domain containing
A_24_P355720	8.23e-04	4.58e-04	8.05	FGF4	fibroblast growth factor 4
A_24_P149893	8.23e-04	4.58e-04	8.05	SUFU	SUFU negative regulator of hedgehog signaling
A_32_P183519	8.23e-04	4.58e-04	8.05		
A_23_P7744	8.23e-04	4.58e-04	8.05	SPATA9	spermatogenesis associated 9
A_23_P321630	8.23e-04	4.58e-04	8.05	TRMT5	tRNA methyltransferase 5
A_24_P944096	8.23e-04	4.58e-04	8.05	FLJ36000	uncharacterized FLJ36000
A_24_P941427	8.24e-04	4.58e-04	8.05		
A_24_P645765	8.24e-04	4.58e-04	8.05	KLHL42	kelch like family member 42
A_32_P234853	8.24e-04	4.59e-04	8.05		
A_23_P84246	8.24e-04	4.59e-04	8.05		
A_23_P87684	8.24e-04	4.59e-04	8.05		
A_32_P185718	8.25e-04	4.59e-04	8.05		
A_24_P799680	8.25e-04	4.59e-04	8.04		
A_24_P699526	8.25e-04	4.59e-04	8.04		
A_24_P195724	8.26e-04	4.60e-04	8.04		
A_23_P255185	8.26e-04	4.60e-04	8.04	AKR1D1	aldo-keto reductase family 1, member D1
A_23_P94216	8.27e-04	4.60e-04	8.04	LONRF1	LON peptidase N-terminal domain and ring finger 1
A_23_P16469	8.28e-04	4.61e-04	8.04	PLAUR	plasminogen activator, urokinase receptor
A_23_P431587	8.28e-04	4.61e-04	8.04	VPS8	VPS8, CORVET complex subunit
A_23_P250982	8.29e-04	4.61e-04	8.04	ISOC1	isochorismatase domain containing 1
A_23_P120606	8.29e-04	4.62e-04	8.04		
A_32_P2333	8.30e-04	4.62e-04	8.04	SUB1	SUB1 homolog, transcriptional regulator
A_23_P128663	8.30e-04	4.62e-04	8.04	SACS	sacsin molecular chaperone
A_23_P346086	8.30e-04	4.62e-04	8.04	TPM3	tropomyosin 3
A_24_P179479	8.30e-04	4.62e-04	8.04	PRKD3	protein kinase D3
A_24_P343736	8.31e-04	4.63e-04	8.04	SYT9	synaptotagmin 9
A_23_P70297	8.32e-04	4.63e-04	8.04	ANKRD6	ankyrin repeat domain 6
A_23_P421935	8.32e-04	4.63e-04	8.03	ATXN7L3	ataxin 7 like 3
A_32_P40145	8.32e-04	4.64e-04	8.03		
A_23_P215037	8.33e-04	4.64e-04	8.03	WTAP	Wilms tumor 1 associated protein
A_24_P357936	8.34e-04	4.64e-04	8.03		
A_32_P808	8.34e-04	4.65e-04	8.03	SLAIN2	SLAIN motif family member 2
A_32_P9532	8.34e-04	4.65e-04	8.03		
A_24_P205327	8.34e-04	4.65e-04	8.03	ATP13A4	ATPase 13A4
A_23_P32577	8.35e-04	4.65e-04	8.03	DACH1	dachshund family transcription factor 1
A_24_P110743	8.35e-04	4.65e-04	8.03		
A_24_P717305	8.35e-04	4.66e-04	8.03		
A_23_P80974	8.36e-04	4.66e-04	8.03	TDO2	tryptophan 2,3-dioxygenase
A_23_P90845	8.36e-04	4.66e-04	8.03	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
A_24_P7570	8.36e-04	4.66e-04	8.03		
A_24_P266309	8.37e-04	4.66e-04	8.03		
A_32_P38745	8.37e-04	4.67e-04	8.03		
A_24_P943843	8.37e-04	4.67e-04	8.03		
A_23_P76658	8.38e-04	4.67e-04	8.03	N4BP2L1	NEDD4 binding protein 2 like 1
A_32_P212764	8.38e-04	4.67e-04	8.03		
A_32_P13991	8.38e-04	4.67e-04	8.03		
A_23_P56922	8.39e-04	4.68e-04	8.03	HSPE1	heat shock protein family E (Hsp10) member 1
A_32_P65706	8.39e-04	4.68e-04	8.02		
A_24_P169378	8.39e-04	4.68e-04	8.02	RPS7	ribosomal protein S7
A_24_P914797	8.39e-04	4.68e-04	8.02		
A_24_P288149	8.39e-04	4.68e-04	8.02		
A_32_P113066	8.39e-04	4.68e-04	8.02	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
A_23_P391689	8.39e-04	4.68e-04	8.02	PET100	PET100 homolog
A_23_P130352	8.40e-04	4.68e-04	8.02	KCTD1	potassium channel tetramerization domain containing 1
A_23_P88420	8.41e-04	4.69e-04	8.02	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
A_24_P569812	8.44e-04	4.70e-04	8.02		
A_23_P214411	8.44e-04	4.71e-04	8.02	GLO1	glyoxalase I
A_24_P307626	8.44e-04	4.71e-04	8.02	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4
A_23_P65506	8.44e-04	4.71e-04	8.02	SPTB	spectrin beta, erythrocytic
A_24_P910490	8.44e-04	4.71e-04	8.02		
A_24_P70002	8.44e-04	4.71e-04	8.02	LATS2	large tumor suppressor kinase 2
A_24_P560909	8.44e-04	4.71e-04	8.02		
A_32_P202472	8.44e-04	4.71e-04	8.02	P2RX6P	purinergic receptor P2X 6 pseudogene
A_24_P317708	8.45e-04	4.71e-04	8.02	SDR16C5	short chain dehydrogenase/reductase family 16C, member 5
A_24_P916656	8.45e-04	4.71e-04	8.02	CRCP	CGRP receptor component
A_23_P48705	8.45e-04	4.71e-04	8.02	PTGR2	prostaglandin reductase 2
A_23_P203439	8.45e-04	4.71e-04	8.02	KCNC1	potassium voltage-gated channel subfamily C member 1
A_23_P357936	8.45e-04	4.72e-04	8.02	ASTN2	astrotactin 2
A_23_P56150	8.45e-04	4.72e-04	8.02	RAX2	retina and anterior neural fold homeobox 2
A_23_P26582	8.45e-04	4.72e-04	8.02	GNAO1	G protein subunit alpha o1
A_23_P134484	8.45e-04	4.72e-04	8.02	CALCR	calcitonin receptor
A_23_P329768	8.46e-04	4.72e-04	8.01	GREB1	growth regulation by estrogen in breast cancer 1
A_23_P39774	8.46e-04	4.72e-04	8.01	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27
A_24_P13024	8.47e-04	4.72e-04	8.01	SLC16A12	solute carrier family 16 member 12
A_32_P6045	8.47e-04	4.73e-04	8.01		
A_24_P307665	8.47e-04	4.73e-04	8.01		
A_24_P39484	8.47e-04	4.73e-04	8.01		
A_24_P848662	8.47e-04	4.73e-04	8.01		
A_23_P49849	8.48e-04	4.73e-04	8.01	SEZ6	seizure related 6 homolog
A_24_P128442	8.48e-04	4.73e-04	8.01	TBX15	T-box 15
A_23_P252322	8.48e-04	4.73e-04	8.01	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
A_23_P48416	8.48e-04	4.74e-04	8.01	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
A_24_P81740	8.49e-04	4.74e-04	8.01	TALDO1	transaldolase 1
A_24_P573978	8.49e-04	4.74e-04	8.01		
A_23_P319133	8.49e-04	4.74e-04	8.01	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10
A_32_P744734	8.49e-04	4.74e-04	8.01	FLJ38576	uncharacterized LOC651430
A_32_P16699	8.50e-04	4.74e-04	8.01		
A_32_P221619	8.50e-04	4.75e-04	8.01		
A_23_P209477	8.50e-04	4.75e-04	8.01	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
A_24_P911161	8.50e-04	4.75e-04	8.01		
A_24_P418138	8.50e-04	4.75e-04	8.01	LOC100129503	uncharacterized LOC100129503
A_24_P212764	8.51e-04	4.75e-04	8.01		
A_23_P339191	8.51e-04	4.75e-04	8.01	CBL	Cbl proto-oncogene
A_24_P153643	8.51e-04	4.75e-04	8.01	DOCK3	dedicator of cytokinesis 3
A_24_P22174	8.51e-04	4.75e-04	8.01	APOPT1	apoptogenic 1, mitochondrial
A_24_P916116	8.51e-04	4.76e-04	8.01		
A_24_P803621	8.52e-04	4.76e-04	8.01		
A_32_P79591	8.52e-04	4.76e-04	8.01	ZNF665	zinc finger protein 665
A_23_P30098	8.52e-04	4.76e-04	8.01	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
A_24_P400324	8.52e-04	4.76e-04	8.01	THSD7A	thrombospondin type 1 domain containing 7A
A_24_P415168	8.53e-04	4.77e-04	8.00	URM1	ubiquitin related modifier 1
A_23_P93282	8.53e-04	4.77e-04	8.00	HIST1H3J	histone cluster 1, H3j
A_24_P203909	8.53e-04	4.77e-04	8.00	RPL34	ribosomal protein L34
A_23_P58819	8.54e-04	4.77e-04	8.00	RANBP17	RAN binding protein 17
A_32_P109572	8.54e-04	4.77e-04	8.00	HNRNPL	heterogeneous nuclear ribonucleoprotein L
A_23_P368718	8.54e-04	4.77e-04	8.00	SPRYD7	SPRY domain containing 7
A_32_P130630	8.55e-04	4.78e-04	8.00	SLC16A7	solute carrier family 16 member 7
A_23_P50907	8.55e-04	4.78e-04	8.00	ITGAV	integrin subunit alpha V
A_24_P52882	8.55e-04	4.78e-04	8.00	HRK	harakiri, BCL2 interacting protein
A_32_P169754	8.55e-04	4.78e-04	8.00	YBX1	Y-box binding protein 1
A_32_P99549	8.55e-04	4.78e-04	8.00	HNRNPM	heterogeneous nuclear ribonucleoprotein M
A_24_P752862	8.55e-04	4.78e-04	8.00		
A_32_P99753	8.55e-04	4.78e-04	8.00	EFCAB12	EF-hand calcium binding domain 12
A_23_P87917	8.56e-04	4.78e-04	8.00	KCNH3	potassium voltage-gated channel subfamily H member 3
A_32_P200120	8.57e-04	4.79e-04	8.00		
A_24_P927782	8.57e-04	4.79e-04	8.00		
A_32_P341615	8.57e-04	4.79e-04	8.00	C9orf84	chromosome 9 open reading frame 84
A_23_P348911	8.58e-04	4.80e-04	8.00	LINC01126	long intergenic non-protein coding RNA 1126
A_24_P683013	8.58e-04	4.80e-04	8.00	C8orf88	chromosome 8 open reading frame 88
A_23_P87036	8.58e-04	4.80e-04	8.00	APOA4	apolipoprotein A4
A_23_P375922	8.58e-04	4.80e-04	8.00	COL19A1	collagen type XIX alpha 1 chain
A_24_P76414	8.58e-04	4.80e-04	8.00	FAM86B3P	family with sequence similarity 86, member A pseudogene
A_24_P620951	8.59e-04	4.80e-04	8.00	PROSER2-AS1	PROSER2 antisense RNA 1
A_24_P173823	8.59e-04	4.81e-04	7.99	PBX1	PBX homeobox 1
A_24_P208703	8.59e-04	4.81e-04	7.99	FAM107A	family with sequence similarity 107 member A
A_24_P492083	8.60e-04	4.81e-04	7.99		
A_23_P213102	8.60e-04	4.81e-04	7.99	PALLD	palladin, cytoskeletal associated protein
A_23_P383118	8.60e-04	4.81e-04	7.99	ZSWIM5	zinc finger SWIM-type containing 5
A_24_P80406	8.61e-04	4.82e-04	7.99	NCBP2-AS2	NCBP2 antisense RNA 2 (head to head)
A_23_P67169	8.62e-04	4.82e-04	7.99	IL11	interleukin 11
A_23_P29185	8.62e-04	4.82e-04	7.99	TTC28	tetratricopeptide repeat domain 28
A_23_P102571	8.62e-04	4.82e-04	7.99	SLC2A4RG	SLC2A4 regulator
A_23_P167263	8.62e-04	4.83e-04	7.99	JADE1	jade family PHD finger 1
A_23_P346673	8.63e-04	4.83e-04	7.99	GPRC5C	G protein-coupled receptor class C group 5 member C
A_32_P165330	8.63e-04	4.83e-04	7.99	TTC3	tetratricopeptide repeat domain 3
A_23_P149775	8.64e-04	4.83e-04	7.99	ARHGAP12	Rho GTPase activating protein 12
A_32_P462766	8.64e-04	4.83e-04	7.99		
A_23_P434118	8.64e-04	4.84e-04	7.99	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
A_24_P136161	8.64e-04	4.84e-04	7.99	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1
A_23_P127288	8.64e-04	4.84e-04	7.99	IL2RA	interleukin 2 receptor subunit alpha
A_32_P27706	8.64e-04	4.84e-04	7.99	AGPS	alkylglycerone phosphate synthase
A_23_P81717	8.65e-04	4.84e-04	7.99	FRMD1	FERM domain containing 1
A_32_P19716	8.65e-04	4.84e-04	7.99	ZNF697	zinc finger protein 697
A_23_P113311	8.65e-04	4.84e-04	7.99	P4HTM	prolyl 4-hydroxylase, transmembrane
A_23_P97481	8.67e-04	4.85e-04	7.98	TTLL7	tubulin tyrosine ligase like 7
A_23_P395111	8.67e-04	4.85e-04	7.98		
A_24_P324577	8.68e-04	4.86e-04	7.98	ERV3-2	endogenous retrovirus group 3 member 2
A_23_P143885	8.68e-04	4.86e-04	7.98	ARHGEF3	Rho guanine nucleotide exchange factor 3
A_23_P306964	8.68e-04	4.86e-04	7.98	SEPT11	septin 11
A_24_P701814	8.68e-04	4.86e-04	7.98		
A_23_P339225	8.69e-04	4.87e-04	7.98	SLAIN2	SLAIN motif family member 2
A_24_P463973	8.70e-04	4.87e-04	7.98		
A_24_P90878	8.71e-04	4.88e-04	7.98	THUMPD1	THUMP domain containing 1
A_24_P225679	8.71e-04	4.88e-04	7.98	IRS1	insulin receptor substrate 1
A_24_P221869	8.71e-04	4.88e-04	7.98		
A_24_P237778	8.71e-04	4.88e-04	7.98	MAN1C1	mannosidase alpha class 1C member 1
A_32_P80068	8.71e-04	4.88e-04	7.98	CLEC2D	C-type lectin domain family 2 member D
A_23_P379327	8.72e-04	4.88e-04	7.98	FAM63B	family with sequence similarity 63 member B
A_23_P31873	8.72e-04	4.88e-04	7.98	RAB11FIP1	RAB11 family interacting protein 1
A_23_P3496	8.72e-04	4.88e-04	7.98	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3
A_32_P204126	8.72e-04	4.88e-04	7.98		
A_23_P256754	8.72e-04	4.88e-04	7.98	GABRR1	gamma-aminobutyric acid type A receptor rho1 subunit
A_24_P287129	8.72e-04	4.89e-04	7.98	HSPA8	heat shock protein family A (Hsp70) member 8
A_24_P190877	8.73e-04	4.89e-04	7.98	TRMT1L	tRNA methyltransferase 1 like
A_23_P20864	8.73e-04	4.89e-04	7.98	ANGPTL2	angiopoietin like 2
A_32_P208321	8.73e-04	4.89e-04	7.98		
A_23_P100764	8.73e-04	4.89e-04	7.98	SLC25A39	solute carrier family 25 member 39
A_23_P41634	8.73e-04	4.89e-04	7.98	ANKRA2	ankyrin repeat family A member 2
A_32_P226614	8.73e-04	4.89e-04	7.98		
A_24_P940517	8.73e-04	4.89e-04	7.98	PCYOX1	prenylcysteine oxidase 1
A_24_P33552	8.74e-04	4.90e-04	7.97		
A_24_P915639	8.75e-04	4.90e-04	7.97	TRBV20OR9-2	T cell receptor beta variable 20/OR9-2 (non-functional)
A_23_P94703	8.75e-04	4.90e-04	7.97	TOR1B	torsin family 1 member B
A_32_P180111	8.75e-04	4.91e-04	7.97		
A_23_P6822	8.75e-04	4.91e-04	7.97	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3
A_24_P290709	8.76e-04	4.91e-04	7.97	TOM1L1	target of myb1 like 1 membrane trafficking protein
A_32_P55135	8.76e-04	4.91e-04	7.97	SSX1	SSX family member 1
A_24_P920139	8.76e-04	4.91e-04	7.97		
A_24_P18190	8.76e-04	4.91e-04	7.97	HSPA5	heat shock protein family A (Hsp70) member 5
A_32_P138652	8.77e-04	4.91e-04	7.97	IQCF4	IQ motif containing F5 pseudogene
A_24_P234701	8.77e-04	4.92e-04	7.97	APBB2	amyloid beta precursor protein binding family B member 2
A_32_P155416	8.78e-04	4.93e-04	7.97	ERI3	ERI1 exoribonuclease family member 3
A_24_P95439	8.80e-04	4.93e-04	7.97	CARS	cysteinyl-tRNA synthetase
A_23_P20882	8.80e-04	4.93e-04	7.97	ATP6V1G1	ATPase H+ transporting V1 subunit G1
A_24_P925010	8.81e-04	4.94e-04	7.97		
A_32_P145502	8.81e-04	4.94e-04	7.96		
A_24_P67027	8.81e-04	4.94e-04	7.96	CLK2	CDC like kinase 2
A_23_P161458	8.81e-04	4.94e-04	7.96	OLAH	oleoyl-ACP hydrolase
A_24_P928281	8.81e-04	4.94e-04	7.96	FGD2	FYVE, RhoGEF and PH domain containing 2
A_23_P204810	8.82e-04	4.94e-04	7.96	OSBPL8	oxysterol binding protein like 8
A_24_P277747	8.83e-04	4.95e-04	7.96	CNPY3	canopy FGF signaling regulator 3
A_32_P208823	8.83e-04	4.95e-04	7.96	PLXDC1	plexin domain containing 1
A_23_P131816	8.84e-04	4.96e-04	7.96	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1
A_32_P865343	8.85e-04	4.96e-04	7.96		
A_23_P17769	8.85e-04	4.97e-04	7.96	DDT	D-dopachrome tautomerase
A_23_P156010	8.86e-04	4.97e-04	7.96	PCDHB12	protocadherin beta 12
A_24_P75008	8.86e-04	4.97e-04	7.96		
A_32_P217390	8.87e-04	4.98e-04	7.96	SPATA8	spermatogenesis associated 8
A_32_P136622	8.89e-04	4.99e-04	7.95		
A_24_P936111	8.90e-04	4.99e-04	7.95	LOC100132099	FRSS1829
A_23_P24332	8.90e-04	5.00e-04	7.95	MUC15	mucin 15, cell surface associated
A_24_P342127	8.90e-04	5.00e-04	7.95	KLHDC10	kelch domain containing 10
A_23_P133332	8.90e-04	5.00e-04	7.95	MRPS27	mitochondrial ribosomal protein S27
A_32_P75792	8.91e-04	5.00e-04	7.95	FAM132A	family with sequence similarity 132 member A
A_32_P139634	8.91e-04	5.00e-04	7.95		
A_23_P384044	8.91e-04	5.00e-04	7.95	CNIH3	cornichon family AMPA receptor auxiliary protein 3
A_24_P142495	8.91e-04	5.00e-04	7.95	KRTAP1-3	keratin associated protein 1-3
A_24_P312692	8.91e-04	5.00e-04	7.95	API5	apoptosis inhibitor 5
A_23_P436281	8.92e-04	5.01e-04	7.95	HIST2H4B	histone cluster 2, H4b
A_24_P645914	8.93e-04	5.01e-04	7.95	EFNA5	ephrin A5
A_23_P119458	8.93e-04	5.01e-04	7.95	DPF1	double PHD fingers 1
A_32_P226169	8.94e-04	5.02e-04	7.95		
A_23_P200801	8.96e-04	5.03e-04	7.95	PDE4DIP	phosphodiesterase 4D interacting protein
A_32_P805871	8.96e-04	5.03e-04	7.95	KCNK4	potassium two pore domain channel subfamily K member 4
A_32_P63113	8.96e-04	5.03e-04	7.95		
A_24_P401321	8.97e-04	5.04e-04	7.94		
A_24_P380234	8.97e-04	5.04e-04	7.94	FAM53C	family with sequence similarity 53 member C
A_24_P350771	8.98e-04	5.04e-04	7.94		
A_23_P117274	8.99e-04	5.05e-04	7.94	MIPEP	mitochondrial intermediate peptidase
A_23_P202170	8.99e-04	5.05e-04	7.94	MGEA5	meningioma expressed antigen 5 (hyaluronidase)
A_23_P114259	8.99e-04	5.05e-04	7.94	ASB11	ankyrin repeat and SOCS box containing 11
A_32_P187951	8.99e-04	5.05e-04	7.94	BTNL9	butyrophilin like 9
A_23_P26649	8.99e-04	5.05e-04	7.94	NMRAL1	NmrA like redox sensor 1
A_32_P61936	8.99e-04	5.05e-04	7.94	SENCR	smooth muscle and endothelial cell enriched migration/differentiation-associated long non-coding RNA
A_24_P257579	8.99e-04	5.05e-04	7.94	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
A_24_P283000	9.01e-04	5.06e-04	7.94	DVL3	dishevelled segment polarity protein 3
A_32_P24709	9.01e-04	5.06e-04	7.94	ZFP69	ZFP69 zinc finger protein
A_24_P290585	9.01e-04	5.06e-04	7.94	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats
A_23_P104193	9.02e-04	5.07e-04	7.94	ITGB1	integrin subunit beta 1
A_24_P227375	9.02e-04	5.07e-04	7.94	KIF5A	kinesin family member 5A
A_32_P41035	9.02e-04	5.07e-04	7.94	LINC01061	long intergenic non-protein coding RNA 1061
A_23_P70445	9.02e-04	5.07e-04	7.94	HIST1H3E	histone cluster 1, H3e
A_24_P257585	9.04e-04	5.08e-04	7.93	SLC30A5	solute carrier family 30 member 5
A_23_P48535	9.04e-04	5.08e-04	7.93	ARHGAP5	Rho GTPase activating protein 5
A_23_P93866	9.04e-04	5.08e-04	7.93	DNAH11	dynein axonemal heavy chain 11
A_23_P162945	9.05e-04	5.08e-04	7.93	SRP54	signal recognition particle 54
A_24_P93341	9.05e-04	5.09e-04	7.93	PP13439	uncharacterized LOC100128046
A_23_P217236	9.05e-04	5.09e-04	7.93	HMGB3	high mobility group box 3
A_24_P233946	9.07e-04	5.10e-04	7.93	MAB21L3	mab-21 like 3
A_24_P943252	9.07e-04	5.10e-04	7.93	HIST1H2BN	histone cluster 1, H2bn
A_23_P86635	9.07e-04	5.10e-04	7.93	DCLRE1C	DNA cross-link repair 1C
A_24_P519651	9.08e-04	5.10e-04	7.93	RGPD4-AS1	RGPD4 antisense RNA 1 (head to head)
A_23_P114808	9.08e-04	5.10e-04	7.93	MECR	mitochondrial trans-2-enoyl-CoA reductase
A_24_P690189	9.09e-04	5.11e-04	7.93		
A_23_P158775	9.09e-04	5.11e-04	7.93	UMOD	uromodulin
A_23_P18078	9.09e-04	5.11e-04	7.93	RARRES1	retinoic acid receptor responder 1
A_23_P200707	9.10e-04	5.12e-04	7.93	ETNK2	ethanolamine kinase 2
A_23_P79927	9.11e-04	5.12e-04	7.93	NOP56	NOP56 ribonucleoprotein
A_23_P33168	9.11e-04	5.12e-04	7.92	SLC18A1	solute carrier family 18 member A1
A_24_P238286	9.11e-04	5.12e-04	7.92		
A_24_P833191	9.11e-04	5.12e-04	7.92		
A_23_P410965	9.11e-04	5.12e-04	7.92	KIAA1522	KIAA1522
A_24_P145066	9.11e-04	5.13e-04	7.92	KIF1B	kinesin family member 1B
A_32_P45866	9.11e-04	5.13e-04	7.92		
A_24_P937265	9.11e-04	5.13e-04	7.92		
A_32_P220233	9.12e-04	5.13e-04	7.92		
A_32_P885123	9.12e-04	5.13e-04	7.92		
A_23_P351535	9.14e-04	5.14e-04	7.92	DBIL5P	diazepam binding inhibitor-like 5, pseudogene
A_23_P167444	9.14e-04	5.14e-04	7.92	NSA2	NSA2, ribosome biogenesis homolog
A_24_P924504	9.14e-04	5.14e-04	7.92	TNC	tenascin C
A_32_P109835	9.14e-04	5.14e-04	7.92		
A_23_P203737	9.15e-04	5.15e-04	7.92	INTS4	integrator complex subunit 4
A_23_P203463	9.15e-04	5.15e-04	7.92	TAF10	TATA-box binding protein associated factor 10
A_23_P213171	9.15e-04	5.15e-04	7.92	MTTP	microsomal triglyceride transfer protein
A_23_P60106	9.15e-04	5.15e-04	7.92		
A_23_P403542	9.16e-04	5.15e-04	7.92	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
A_24_P940537	9.16e-04	5.16e-04	7.92	STK35	serine/threonine kinase 35
A_23_P35293	9.16e-04	5.16e-04	7.92	GJB5	gap junction protein beta 5
A_23_P213441	9.17e-04	5.16e-04	7.92	UTP15	UTP15, small subunit processome component
A_23_P37514	9.17e-04	5.16e-04	7.92	C15orf39	chromosome 15 open reading frame 39
A_23_P96302	9.17e-04	5.16e-04	7.92	SPANXA1	sperm protein associated with the nucleus, X-linked, family member A1
A_23_P390097	9.17e-04	5.16e-04	7.92	TTC39B	tetratricopeptide repeat domain 39B
A_23_P211773	9.18e-04	5.17e-04	7.92	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
A_24_P71468	9.18e-04	5.17e-04	7.92	QPCT	glutaminyl-peptide cyclotransferase
A_24_P255473	9.18e-04	5.17e-04	7.91		
A_24_P290961	9.18e-04	5.17e-04	7.91	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
A_24_P937710	9.19e-04	5.17e-04	7.91	SH2D3C	SH2 domain containing 3C
A_23_P7932	9.19e-04	5.17e-04	7.91	TREML2	triggering receptor expressed on myeloid cells like 2
A_23_P253412	9.19e-04	5.18e-04	7.91	MRPL50	mitochondrial ribosomal protein L50
A_24_P350397	9.19e-04	5.18e-04	7.91	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
A_32_P233581	9.19e-04	5.18e-04	7.91		
A_23_P254434	9.20e-04	5.18e-04	7.91	RFPL2	ret finger protein like 2
A_32_P221	9.20e-04	5.18e-04	7.91	C16orf78	chromosome 16 open reading frame 78
A_24_P925673	9.21e-04	5.19e-04	7.91		
A_24_P914711	9.21e-04	5.19e-04	7.91	MYCNOS	MYCN opposite strand
A_23_P117679	9.21e-04	5.19e-04	7.91	SLC30A4	solute carrier family 30 member 4
A_32_P225659	9.22e-04	5.19e-04	7.91	UTS2B	urotensin 2B
A_23_P88781	9.23e-04	5.20e-04	7.91	CIAPIN1	cytokine induced apoptosis inhibitor 1
A_23_P109420	9.23e-04	5.20e-04	7.91	BMS1	BMS1, ribosome biogenesis factor
A_23_P91702	9.24e-04	5.20e-04	7.91	EIF3D	eukaryotic translation initiation factor 3 subunit D
A_24_P129813	9.24e-04	5.20e-04	7.91	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
A_23_P11995	9.24e-04	5.21e-04	7.91	PRDX1	peroxiredoxin 1
A_24_P105913	9.25e-04	5.21e-04	7.91		
A_24_P488462	9.25e-04	5.21e-04	7.91		
A_32_P427150	9.26e-04	5.22e-04	7.91	SHISA2	shisa family member 2
A_32_P10633	9.26e-04	5.22e-04	7.90	TBC1D22A	TBC1 domain family member 22A
A_32_P449652	9.27e-04	5.22e-04	7.90		
A_32_P86369	9.27e-04	5.23e-04	7.90		
A_23_P42514	9.27e-04	5.23e-04	7.90	C6orf62	chromosome 6 open reading frame 62
A_23_P393713	9.27e-04	5.23e-04	7.90	IGHMBP2	immunoglobulin mu binding protein 2
A_24_P378302	9.28e-04	5.23e-04	7.90	ANP32A-IT1	ANP32A intronic transcript 1
A_23_P86710	9.29e-04	5.23e-04	7.90	FRMPD2	FERM and PDZ domain containing 2
A_23_P10956	9.29e-04	5.24e-04	7.90	PGM5	phosphoglucomutase 5
A_32_P98098	9.29e-04	5.24e-04	7.90		
A_24_P918017	9.29e-04	5.24e-04	7.90		
A_24_P148263	9.30e-04	5.25e-04	7.90		
A_24_P378506	9.31e-04	5.25e-04	7.90	UBE2Z	ubiquitin conjugating enzyme E2 Z
A_32_P107777	9.31e-04	5.25e-04	7.90	MBD2	methyl-CpG binding domain protein 2
A_24_P24415	9.31e-04	5.25e-04	7.90		
A_23_P139327	9.31e-04	5.25e-04	7.90	OR51E2	olfactory receptor family 51 subfamily E member 2
A_24_P365349	9.31e-04	5.25e-04	7.90	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7
