ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
1566176_at	4.91e-01	2.87e-01	1.29	CLYBL-AS1	CLYBL antisense RNA 1
205616_at	4.91e-01	2.87e-01	1.29	GALNT8///KCNA6	polypeptide N-acetylgalactosaminyltransferase 8///potassium voltage-gated channel subfamily A member 6
1565612_at	4.92e-01	2.87e-01	1.29	DYNLRB1	dynein light chain roadblock-type 1
228884_at	4.92e-01	2.87e-01	1.29	LRRC27	leucine rich repeat containing 27
227179_at	4.92e-01	2.87e-01	1.29	STAU2	staufen double-stranded RNA binding protein 2
218346_s_at	4.92e-01	2.87e-01	1.29	SESN1	sestrin 1
239055_at	4.92e-01	2.87e-01	1.29	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript
233271_at	4.92e-01	2.87e-01	1.29		
211258_s_at	4.92e-01	2.87e-01	1.29	TGFA	transforming growth factor alpha
209817_at	4.92e-01	2.87e-01	1.29	PPP3CB	protein phosphatase 3 catalytic subunit beta
224506_s_at	4.92e-01	2.87e-01	1.29	PLPP7	phospholipid phosphatase 7 (inactive)
1557677_a_at	4.92e-01	2.87e-01	1.29	TRIML1	tripartite motif family like 1
1569245_at	4.92e-01	2.87e-01	1.29	C8orf74	chromosome 8 open reading frame 74
1552480_s_at	4.92e-01	2.87e-01	1.29	PTPRC	protein tyrosine phosphatase, receptor type C
202428_x_at	4.92e-01	2.87e-01	1.29	DBI	diazepam binding inhibitor, acyl-CoA binding protein
228214_at	4.92e-01	2.87e-01	1.29	SOX6	SRY-box 6
1560787_at	4.92e-01	2.87e-01	1.29	LOC101929143	uncharacterized LOC101929143
1561256_at	4.92e-01	2.87e-01	1.29		
1557456_a_at	4.92e-01	2.87e-01	1.29		
237522_at	4.92e-01	2.87e-01	1.29	FAS-AS1	FAS antisense RNA 1
220396_at	4.92e-01	2.87e-01	1.29	SLC35E3	solute carrier family 35 member E3
228004_at	4.92e-01	2.87e-01	1.29	LINC00261	long intergenic non-protein coding RNA 261
236941_at	4.92e-01	2.87e-01	1.29	PRR14L	proline rich 14 like
222688_at	4.92e-01	2.87e-01	1.29	ACER3	alkaline ceramidase 3
1557164_a_at	4.92e-01	2.87e-01	1.29		
244474_at	4.92e-01	2.87e-01	1.29		
240804_at	4.92e-01	2.87e-01	1.29		
241964_at	4.92e-01	2.87e-01	1.29	ZNF865	zinc finger protein 865
244231_at	4.92e-01	2.87e-01	1.29	LOC149684///BPI	uncharacterized LOC149684///bactericidal/permeability-increasing protein
220749_at	4.92e-01	2.87e-01	1.29	CCDC7	coiled-coil domain containing 7
1557558_s_at	4.92e-01	2.87e-01	1.29	MATN1-AS1	MATN1 antisense RNA 1
203346_s_at	4.92e-01	2.87e-01	1.29	MTF2	metal response element binding transcription factor 2
242395_at	4.92e-01	2.87e-01	1.29		
220532_s_at	4.92e-01	2.87e-01	1.29	TMEM176B	transmembrane protein 176B
242315_at	4.92e-01	2.87e-01	1.29		
1566689_at	4.92e-01	2.87e-01	1.29		
228000_at	4.92e-01	2.87e-01	1.29	AZIN2	antizyme inhibitor 2
240438_at	4.92e-01	2.87e-01	1.29		
243484_x_at	4.92e-01	2.87e-01	1.29		
239935_at	4.92e-01	2.87e-01	1.29	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2
232510_s_at	4.92e-01	2.87e-01	1.29	DPP3	dipeptidyl peptidase 3
217249_x_at	4.92e-01	2.87e-01	1.29		
237459_at	4.92e-01	2.87e-01	1.29		
235380_at	4.92e-01	2.87e-01	1.29		
240860_at	4.92e-01	2.87e-01	1.29		
201116_s_at	4.92e-01	2.87e-01	1.29	CPE	carboxypeptidase E
215005_at	4.92e-01	2.88e-01	1.29	NECAB2	N-terminal EF-hand calcium binding protein 2
1559031_at	4.92e-01	2.88e-01	1.29	EXOSC10	exosome component 10
228574_at	4.92e-01	2.88e-01	1.29	TMTC2	transmembrane and tetratricopeptide repeat containing 2
235013_at	4.92e-01	2.88e-01	1.29	SLC31A1	solute carrier family 31 member 1
1570035_at	4.92e-01	2.88e-01	1.29	TBC1D10A	TBC1 domain family member 10A
231026_at	4.92e-01	2.88e-01	1.29	EFHC1	EF-hand domain containing 1
230378_at	4.92e-01	2.88e-01	1.29	SCGB3A1	secretoglobin family 3A member 1
242674_at	4.92e-01	2.88e-01	1.29	EIF4E	eukaryotic translation initiation factor 4E
228437_at	4.92e-01	2.88e-01	1.29	CNIH4	cornichon family AMPA receptor auxiliary protein 4
209990_s_at	4.92e-01	2.88e-01	1.29	GABBR2	gamma-aminobutyric acid type B receptor subunit 2
224656_s_at	4.92e-01	2.88e-01	1.29	LUZP6///MTPN	leucine zipper protein 6///myotrophin
222799_at	4.92e-01	2.88e-01	1.29	WDR91	WD repeat domain 91
1568832_a_at	4.92e-01	2.88e-01	1.29	LOC101928933	uncharacterized LOC101928933
1564291_at	4.92e-01	2.88e-01	1.29		
232683_s_at	4.92e-01	2.88e-01	1.29	PARP6	poly(ADP-ribose) polymerase family member 6
232068_s_at	4.92e-01	2.88e-01	1.29	TLR4	toll like receptor 4
217173_s_at	4.92e-01	2.88e-01	1.29	LDLR	low density lipoprotein receptor
81737_at	4.92e-01	2.88e-01	1.29	LOC100505915	uncharacterized LOC100505915
244157_x_at	4.92e-01	2.88e-01	1.29		
216845_x_at	4.92e-01	2.88e-01	1.29	KMT2D	lysine methyltransferase 2D
239762_at	4.92e-01	2.88e-01	1.29	LOC286437	uncharacterized LOC286437
216157_at	4.92e-01	2.88e-01	1.29		
1569917_at	4.92e-01	2.88e-01	1.29		
1554600_s_at	4.92e-01	2.88e-01	1.29	LMNA	lamin A/C
234373_x_at	4.92e-01	2.88e-01	1.29		
1555890_at	4.92e-01	2.88e-01	1.29	LOC101928605///OR2A1-AS1///OR2A9P///OR2A20P	uncharacterized LOC101928605///OR2A1 antisense RNA 1///olfactory receptor family 2 subfamily A member 9 pseudogene///olfactory receptor family 2 subfamily A member 20 pseudogene
220511_s_at	4.92e-01	2.88e-01	1.29	DLC1	DLC1 Rho GTPase activating protein
224312_x_at	4.92e-01	2.88e-01	1.29	CPSF3L	cleavage and polyadenylation specific factor 3-like
227518_at	4.92e-01	2.88e-01	1.29	SLC35E1	solute carrier family 35 member E1
201370_s_at	4.93e-01	2.88e-01	1.29	CUL3	cullin 3
235508_at	4.93e-01	2.88e-01	1.29	PML	promyelocytic leukemia
241537_at	4.93e-01	2.88e-01	1.29		
1556082_a_at	4.93e-01	2.88e-01	1.29		
206179_s_at	4.93e-01	2.88e-01	1.29	TPPP	tubulin polymerization promoting protein
201950_x_at	4.93e-01	2.88e-01	1.29	CAPZB	capping actin protein of muscle Z-line beta subunit
208652_at	4.93e-01	2.88e-01	1.29	PPP2CA	protein phosphatase 2 catalytic subunit alpha
240768_x_at	4.93e-01	2.88e-01	1.29		
226410_at	4.93e-01	2.88e-01	1.29	CTU2	cytosolic thiouridylase subunit 2
1552588_a_at	4.93e-01	2.88e-01	1.29	CNBD1	cyclic nucleotide binding domain containing 1
1552381_at	4.93e-01	2.88e-01	1.29	SRSF12	serine and arginine rich splicing factor 12
240493_at	4.93e-01	2.88e-01	1.28		
1565758_at	4.93e-01	2.88e-01	1.28		
232887_at	4.93e-01	2.89e-01	1.28	PIRT	phosphoinositide interacting regulator of transient receptor potential channels
240018_at	4.93e-01	2.89e-01	1.28		
226111_s_at	4.93e-01	2.89e-01	1.28	ZNF385A	zinc finger protein 385A
243317_at	4.93e-01	2.89e-01	1.28		
1562537_at	4.93e-01	2.89e-01	1.28	FCER1A	Fc fragment of IgE receptor Ia
217560_at	4.93e-01	2.89e-01	1.28	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
206128_at	4.93e-01	2.89e-01	1.28	ADRA2C	adrenoceptor alpha 2C
1556288_at	4.93e-01	2.89e-01	1.28	SMIM21	small integral membrane protein 21
237462_at	4.93e-01	2.89e-01	1.28		
234132_at	4.93e-01	2.89e-01	1.28	USP45	ubiquitin specific peptidase 45
210995_s_at	4.93e-01	2.89e-01	1.28	TRIM23	tripartite motif containing 23
201093_x_at	4.93e-01	2.89e-01	1.28	SDHA	succinate dehydrogenase complex flavoprotein subunit A
203096_s_at	4.93e-01	2.89e-01	1.28	RAPGEF2	Rap guanine nucleotide exchange factor 2
227145_at	4.93e-01	2.89e-01	1.28	LOXL4	lysyl oxidase like 4
207619_at	4.93e-01	2.89e-01	1.28	HCRTR1	hypocretin receptor 1
1561096_at	4.93e-01	2.89e-01	1.28	LINC01091	long intergenic non-protein coding RNA 1091
239678_at	4.93e-01	2.89e-01	1.28		
1559245_at	4.93e-01	2.89e-01	1.28		
209962_at	4.93e-01	2.89e-01	1.28	EPOR	erythropoietin receptor
209996_x_at	4.93e-01	2.89e-01	1.28	PCM1	pericentriolar material 1
207726_at	4.93e-01	2.89e-01	1.28	ESRRB	estrogen related receptor beta
230599_at	4.94e-01	2.89e-01	1.28		
227339_at	4.94e-01	2.89e-01	1.28	RGMB	repulsive guidance molecule family member b
241306_at	4.94e-01	2.89e-01	1.28		
234834_at	4.94e-01	2.89e-01	1.28		
217925_s_at	4.94e-01	2.89e-01	1.28	C6orf106	chromosome 6 open reading frame 106
224247_s_at	4.94e-01	2.89e-01	1.28	MRPS10	mitochondrial ribosomal protein S10
226053_at	4.94e-01	2.89e-01	1.28	MAP2K7	mitogen-activated protein kinase kinase 7
210064_s_at	4.94e-01	2.89e-01	1.28	UPK1B	uroplakin 1B
218415_at	4.94e-01	2.89e-01	1.28	VPS33B	VPS33B, late endosome and lysosome associated
238624_at	4.94e-01	2.89e-01	1.28	LOC102724517///NLK	uncharacterized LOC102724517///nemo like kinase
229788_s_at	4.94e-01	2.89e-01	1.28		
1563057_at	4.94e-01	2.89e-01	1.28		
219499_at	4.94e-01	2.89e-01	1.28	SEC61A2	Sec61 translocon alpha 2 subunit
209005_at	4.94e-01	2.89e-01	1.28	FBXL5	F-box and leucine rich repeat protein 5
229782_at	4.94e-01	2.89e-01	1.28	RMST	rhabdomyosarcoma 2 associated transcript (non-protein coding)
207572_at	4.94e-01	2.89e-01	1.28	EFCAB2	EF-hand calcium binding domain 2
211481_at	4.94e-01	2.89e-01	1.28	SLCO1A2	solute carrier organic anion transporter family member 1A2
200975_at	4.94e-01	2.89e-01	1.28	PPT1	palmitoyl-protein thioesterase 1
228093_at	4.94e-01	2.89e-01	1.28	ZNF599	zinc finger protein 599
238682_at	4.94e-01	2.90e-01	1.28	CCDC96	coiled-coil domain containing 96
221980_at	4.94e-01	2.90e-01	1.28	EMILIN2	elastin microfibril interfacer 2
223478_at	4.94e-01	2.90e-01	1.28	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
1564511_a_at	4.94e-01	2.90e-01	1.28	FSTL4	follistatin like 4
241265_x_at	4.94e-01	2.90e-01	1.28		
221925_s_at	4.94e-01	2.90e-01	1.28	CSPP1	centrosome and spindle pole associated protein 1
230016_at	4.94e-01	2.90e-01	1.28	LOC100506538///NDUFAF6	uncharacterized LOC100506538///NADH:ubiquinone oxidoreductase complex assembly factor 6
206085_s_at	4.94e-01	2.90e-01	1.28	CTH	cystathionine gamma-lyase
1562216_at	4.94e-01	2.90e-01	1.28		
218038_at	4.94e-01	2.90e-01	1.28	ATP5SL	ATP5S like
223565_at	4.94e-01	2.90e-01	1.28	MZB1	marginal zone B and B1 cell specific protein
232899_at	4.94e-01	2.90e-01	1.28	LOC101929177	uncharacterized LOC101929177
1563222_at	4.94e-01	2.90e-01	1.28	TMBIM4	transmembrane BAX inhibitor motif containing 4
1554400_at	4.94e-01	2.90e-01	1.28	TCTE3	t-complex-associated-testis-expressed 3
1560274_at	4.94e-01	2.90e-01	1.28	WTAP	Wilms tumor 1 associated protein
203397_s_at	4.94e-01	2.90e-01	1.28	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
235859_at	4.94e-01	2.90e-01	1.28	KMT2C	lysine methyltransferase 2C
220613_s_at	4.94e-01	2.90e-01	1.28	SYTL2	synaptotagmin like 2
1562093_at	4.94e-01	2.90e-01	1.28		
200646_s_at	4.94e-01	2.90e-01	1.28	NUCB1	nucleobindin 1
202537_s_at	4.94e-01	2.90e-01	1.28	CHMP2B	charged multivesicular body protein 2B
241480_at	4.94e-01	2.90e-01	1.28	RNF213	ring finger protein 213
220320_at	4.94e-01	2.90e-01	1.28	DOK3	docking protein 3
229643_at	4.94e-01	2.90e-01	1.28		
228276_at	4.94e-01	2.90e-01	1.28	SAMD1	sterile alpha motif domain containing 1
236708_at	4.94e-01	2.90e-01	1.28		
1555002_at	4.95e-01	2.90e-01	1.28	LOC403312	putative uncharacterized protein MGC39545
1559163_at	4.95e-01	2.90e-01	1.28	INHBA-AS1	INHBA antisense RNA 1
89476_r_at	4.95e-01	2.90e-01	1.28	NPEPL1	aminopeptidase-like 1
228558_at	4.95e-01	2.90e-01	1.28	C14orf80	chromosome 14 open reading frame 80
242075_at	4.95e-01	2.90e-01	1.28		
204696_s_at	4.95e-01	2.90e-01	1.28	CDC25A	cell division cycle 25A
1552986_at	4.95e-01	2.90e-01	1.28	LOC142937	uncharacterized protein BC008131
203572_s_at	4.95e-01	2.90e-01	1.28	TAF6	TATA-box binding protein associated factor 6
236645_at	4.95e-01	2.90e-01	1.28	HBP1	HMG-box transcription factor 1
1568619_s_at	4.95e-01	2.90e-01	1.28	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein like 2
218615_s_at	4.95e-01	2.90e-01	1.28	TMEM39A	transmembrane protein 39A
203143_s_at	4.95e-01	2.90e-01	1.28	KIAA0040	KIAA0040
1570033_at	4.95e-01	2.90e-01	1.28	WIPI2	WD repeat domain, phosphoinositide interacting 2
1558174_at	4.95e-01	2.90e-01	1.28	FAM43A	family with sequence similarity 43 member A
228090_at	4.95e-01	2.90e-01	1.28	NMNAT3	nicotinamide nucleotide adenylyltransferase 3
229197_at	4.95e-01	2.90e-01	1.28	ING5	inhibitor of growth family member 5
229203_at	4.95e-01	2.90e-01	1.28	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3
238322_s_at	4.95e-01	2.91e-01	1.28	TEAD2	TEA domain transcription factor 2
204202_at	4.95e-01	2.91e-01	1.28	IQCE	IQ motif containing E
242552_x_at	4.95e-01	2.91e-01	1.28	ZBED5	zinc finger BED-type containing 5
227447_at	4.95e-01	2.91e-01	1.28	SKIV2L2	Ski2 like RNA helicase 2
201916_s_at	4.95e-01	2.91e-01	1.28	SEC63	SEC63 homolog, protein translocation regulator
214924_s_at	4.95e-01	2.91e-01	1.28	TRAK1	trafficking kinesin protein 1
235248_at	4.95e-01	2.91e-01	1.28	BTBD9	BTB domain containing 9
216035_x_at	4.95e-01	2.91e-01	1.28	TCF7L2	transcription factor 7 like 2
1568865_at	4.95e-01	2.91e-01	1.28	FNTB	farnesyltransferase, CAAX box, beta
233831_at	4.95e-01	2.91e-01	1.28	LOC100291666	serologically defined breast cancer antigen NY-BR-40
234379_at	4.95e-01	2.91e-01	1.28	FLT4	fms related tyrosine kinase 4
217182_at	4.95e-01	2.91e-01	1.28	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming
211081_s_at	4.96e-01	2.91e-01	1.28	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
240865_at	4.96e-01	2.91e-01	1.28		
235784_at	4.96e-01	2.91e-01	1.28		
227074_at	4.96e-01	2.91e-01	1.28	CCDC18-AS1	CCDC18 antisense RNA 1
236057_at	4.96e-01	2.91e-01	1.28	KCTD1	potassium channel tetramerization domain containing 1
233465_at	4.96e-01	2.91e-01	1.28		
215799_at	4.96e-01	2.91e-01	1.28	LOC101927051	uncharacterized LOC101927051
1559712_at	4.96e-01	2.91e-01	1.28	LINC00689	long intergenic non-protein coding RNA 689
208926_at	4.96e-01	2.91e-01	1.28	NEU1	neuraminidase 1 (lysosomal sialidase)
225965_at	4.96e-01	2.91e-01	1.28	DDHD1	DDHD domain containing 1
239305_at	4.96e-01	2.91e-01	1.28		
242514_at	4.96e-01	2.91e-01	1.27		
202426_s_at	4.96e-01	2.91e-01	1.27	RXRA	retinoid X receptor alpha
1560771_at	4.96e-01	2.91e-01	1.27		
1562081_a_at	4.96e-01	2.91e-01	1.27	LINC00424	long intergenic non-protein coding RNA 424
217453_at	4.96e-01	2.91e-01	1.27	LOC729815	uncharacterized LOC729815
244188_at	4.96e-01	2.91e-01	1.27		
225153_at	4.96e-01	2.91e-01	1.27	GFM1	G elongation factor mitochondrial 1
210746_s_at	4.96e-01	2.91e-01	1.27	EPB42	erythrocyte membrane protein band 4.2
1555034_at	4.96e-01	2.92e-01	1.27	CLRN1	clarin 1
227840_at	4.96e-01	2.92e-01	1.27	C2orf76	chromosome 2 open reading frame 76
244479_at	4.96e-01	2.92e-01	1.27		
227283_at	4.96e-01	2.92e-01	1.27	EFR3B	EFR3 homolog B
226332_at	4.96e-01	2.92e-01	1.27	FAM133DP///FAM133B	family with sequence similarity 133, member A pseudogene///family with sequence similarity 133 member B
208204_s_at	4.96e-01	2.92e-01	1.27	CAV3	caveolin 3
AFFX-BioC-3_at	4.96e-01	2.92e-01	1.27		
227926_s_at	4.96e-01	2.92e-01	1.27	NBPF20	neuroblastoma breakpoint family member 20
1561230_at	4.97e-01	2.92e-01	1.27		
200027_at	4.97e-01	2.92e-01	1.27	NARS	asparaginyl-tRNA synthetase
206321_at	4.97e-01	2.92e-01	1.27	RFX1	regulatory factor X1
212095_s_at	4.97e-01	2.92e-01	1.27	MTUS1	microtubule associated tumor suppressor 1
217219_at	4.97e-01	2.92e-01	1.27	DKFZP434A062	uncharacterized LOC26102
244022_at	4.97e-01	2.92e-01	1.27		
207283_at	4.97e-01	2.92e-01	1.27	RPL23AP32	ribosomal protein L23a pseudogene 32
236020_s_at	4.97e-01	2.92e-01	1.27	TRUB1	TruB pseudouridine synthase family member 1
204164_at	4.97e-01	2.92e-01	1.27	SIPA1	signal-induced proliferation-associated 1
207475_at	4.97e-01	2.92e-01	1.27	FABP2	fatty acid binding protein 2
231664_at	4.97e-01	2.92e-01	1.27	SLC25A29	solute carrier family 25 member 29
207929_at	4.97e-01	2.92e-01	1.27	GRPR	gastrin releasing peptide receptor
236171_at	4.97e-01	2.92e-01	1.27	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
205563_at	4.97e-01	2.92e-01	1.27	KISS1	KiSS-1 metastasis-suppressor
207537_at	4.97e-01	2.92e-01	1.27	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
222189_at	4.97e-01	2.92e-01	1.27	AMBRA1	autophagy and beclin 1 regulator 1
233262_at	4.97e-01	2.92e-01	1.27		
1561461_at	4.97e-01	2.92e-01	1.27		
227681_at	4.97e-01	2.92e-01	1.27	ZFP36L2	ZFP36 ring finger protein like 2
232922_s_at	4.97e-01	2.92e-01	1.27	SLC17A9	solute carrier family 17 member 9
1561720_at	4.97e-01	2.92e-01	1.27	RECQL5	RecQ like helicase 5
1555019_at	4.97e-01	2.92e-01	1.27	CDHR1	cadherin related family member 1
241204_at	4.97e-01	2.92e-01	1.27		
242777_at	4.97e-01	2.92e-01	1.27		
215656_at	4.97e-01	2.92e-01	1.27	LMAN2	lectin, mannose binding 2
1557094_at	4.97e-01	2.92e-01	1.27	LOC100996760	uncharacterized LOC100996760
207698_at	4.97e-01	2.92e-01	1.27	LINC01558	long intergenic non-protein coding RNA 1558
202709_at	4.97e-01	2.92e-01	1.27	FMOD	fibromodulin
226160_at	4.97e-01	2.92e-01	1.27	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
1561562_at	4.97e-01	2.92e-01	1.27		
1554352_s_at	4.97e-01	2.92e-01	1.27	DENND4A	DENN domain containing 4A
235858_at	4.97e-01	2.92e-01	1.27	CREBBP	CREB binding protein
220427_at	4.97e-01	2.92e-01	1.27	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
1561732_at	4.97e-01	2.92e-01	1.27	LOC101929181	uncharacterized LOC101929181
224464_s_at	4.97e-01	2.92e-01	1.27	NUDT22	nudix hydrolase 22
205229_s_at	4.97e-01	2.92e-01	1.27	COCH	cochlin
243022_at	4.97e-01	2.92e-01	1.27		
225764_at	4.97e-01	2.92e-01	1.27	ETV6	ETS variant 6
54970_at	4.97e-01	2.92e-01	1.27	ZMIZ2	zinc finger MIZ-type containing 2
231552_at	4.97e-01	2.92e-01	1.27		
1566181_at	4.97e-01	2.92e-01	1.27		
220616_at	4.97e-01	2.92e-01	1.27	ZNF384	zinc finger protein 384
217481_x_at	4.97e-01	2.92e-01	1.27	SHISA6	shisa family member 6
230922_x_at	4.97e-01	2.92e-01	1.27	FUNDC2	FUN14 domain containing 2
232626_at	4.97e-01	2.92e-01	1.27		
1554869_at	4.97e-01	2.92e-01	1.27	WDR37	WD repeat domain 37
1552563_a_at	4.97e-01	2.92e-01	1.27		
228409_at	4.97e-01	2.92e-01	1.27	PLIN4	perilipin 4
240491_at	4.97e-01	2.92e-01	1.27		
244347_at	4.97e-01	2.92e-01	1.27		
224231_at	4.97e-01	2.92e-01	1.27	PRO0471	uncharacterized LOC28994
218942_at	4.97e-01	2.92e-01	1.27	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
230545_at	4.97e-01	2.92e-01	1.27	PARD3-AS1	PARD3 antisense RNA 1
233261_at	4.97e-01	2.93e-01	1.27	EBF1	early B-cell factor 1
1559412_at	4.97e-01	2.93e-01	1.27	MIR99AHG	mir-99a-let-7c cluster host gene
225678_at	4.97e-01	2.93e-01	1.27	POLR3H	RNA polymerase III subunit H
222501_s_at	4.97e-01	2.93e-01	1.27	REPIN1	replication initiator 1
209899_s_at	4.97e-01	2.93e-01	1.27	PUF60	poly(U) binding splicing factor 60
241768_at	4.98e-01	2.93e-01	1.27		
219840_s_at	4.98e-01	2.93e-01	1.27	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)
217018_at	4.98e-01	2.93e-01	1.27	PDSS2	prenyl (decaprenyl) diphosphate synthase, subunit 2
218762_at	4.98e-01	2.93e-01	1.27	ZNF574	zinc finger protein 574
212976_at	4.98e-01	2.93e-01	1.27	LRRC8B	leucine rich repeat containing 8 family member B
239855_at	4.98e-01	2.93e-01	1.27	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
242119_at	4.98e-01	2.93e-01	1.27	PROX1	prospero homeobox 1
217681_at	4.98e-01	2.93e-01	1.27	WNT7B	Wnt family member 7B
1570625_at	4.98e-01	2.93e-01	1.27	TCEB3	transcription elongation factor B subunit 3
212102_s_at	4.98e-01	2.93e-01	1.27	KPNA6	karyopherin subunit alpha 6
214686_at	4.98e-01	2.93e-01	1.27	ZNF266	zinc finger protein 266
215901_at	4.98e-01	2.93e-01	1.27	ZNF81	zinc finger protein 81
218188_s_at	4.98e-01	2.93e-01	1.27	TIMM13	translocase of inner mitochondrial membrane 13
228249_at	4.98e-01	2.93e-01	1.27	C11orf74	chromosome 11 open reading frame 74
1567272_at	4.98e-01	2.93e-01	1.27	OR2K2	olfactory receptor family 2 subfamily K member 2
238106_at	4.98e-01	2.93e-01	1.27		
219023_at	4.98e-01	2.93e-01	1.27	AP1AR	adaptor related protein complex 1 associated regulatory protein
210564_x_at	4.98e-01	2.93e-01	1.27	CFLAR	CASP8 and FADD like apoptosis regulator
232329_at	4.98e-01	2.93e-01	1.27	RANBP10	RAN binding protein 10
214007_s_at	4.98e-01	2.93e-01	1.27	TWF1	twinfilin actin binding protein 1
227640_s_at	4.98e-01	2.93e-01	1.27	RP9P///RP9	retinitis pigmentosa 9 pseudogene///retinitis pigmentosa 9 (autosomal dominant)
231527_at	4.98e-01	2.93e-01	1.27	FLJ36840	uncharacterized LOC645524
229511_at	4.98e-01	2.93e-01	1.27	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
210841_s_at	4.98e-01	2.93e-01	1.27	NRP2	neuropilin 2
206727_at	4.98e-01	2.93e-01	1.27	C9	complement component 9
1560986_a_at	4.98e-01	2.93e-01	1.27		
1560791_at	4.98e-01	2.93e-01	1.27	LOC101928809	uncharacterized LOC101928809
235867_at	4.98e-01	2.93e-01	1.27	GSTM3	glutathione S-transferase mu 3
206763_at	4.98e-01	2.93e-01	1.27	FKBP6	FK506 binding protein 6
237067_at	4.98e-01	2.93e-01	1.27		
244082_at	4.98e-01	2.93e-01	1.27		
231368_at	4.98e-01	2.93e-01	1.27	BOD1L2	biorientation of chromosomes in cell division 1 like 2
237700_at	4.98e-01	2.93e-01	1.27		
1552835_at	4.98e-01	2.93e-01	1.27	DENND1B	DENN domain containing 1B
230314_at	4.98e-01	2.94e-01	1.27		
213882_at	4.98e-01	2.94e-01	1.27	TM2D1	TM2 domain containing 1
1569508_at	4.98e-01	2.94e-01	1.27	PRDM5	PR/SET domain 5
237439_at	4.98e-01	2.94e-01	1.27	USP43	ubiquitin specific peptidase 43
211832_s_at	4.98e-01	2.94e-01	1.27	MDM2	MDM2 proto-oncogene
202014_at	4.98e-01	2.94e-01	1.27	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
214116_at	4.98e-01	2.94e-01	1.27	BTD	biotinidase
207217_s_at	4.98e-01	2.94e-01	1.27	NOX1	NADPH oxidase 1
1564699_at	4.98e-01	2.94e-01	1.27		
1563332_at	4.98e-01	2.94e-01	1.27		
233672_s_at	4.98e-01	2.94e-01	1.27	ZNF91	zinc finger protein 91
225395_s_at	4.99e-01	2.94e-01	1.27	FAM120AOS	family with sequence similarity 120A opposite strand
215947_s_at	4.99e-01	2.94e-01	1.27	LOC100287852///FAM136A	protein FAM136A pseudogene///family with sequence similarity 136 member A
234896_at	4.99e-01	2.94e-01	1.27		
221426_s_at	4.99e-01	2.94e-01	1.27	OR3A3	olfactory receptor family 3 subfamily A member 3
219775_s_at	4.99e-01	2.94e-01	1.27	CPLX3	complexin 3
238334_at	4.99e-01	2.94e-01	1.27	PAOX	polyamine oxidase (exo-N4-amino)
241194_at	4.99e-01	2.94e-01	1.27		
232403_at	4.99e-01	2.94e-01	1.26	SPG11	spastic paraplegia 11 (autosomal recessive)
1560870_a_at	4.99e-01	2.94e-01	1.26		
244415_at	4.99e-01	2.94e-01	1.26		
231333_at	4.99e-01	2.94e-01	1.26	LOC100505515	uncharacterized LOC100505515
218378_s_at	4.99e-01	2.94e-01	1.26	LOC100630923///LOC100289561///PRKRIP1	LOC100289561-PRKRIP1 readthrough///uncharacterized LOC100289561///PRKR interacting protein 1 (IL11 inducible)
223918_at	4.99e-01	2.94e-01	1.26	ACSL6	acyl-CoA synthetase long-chain family member 6
222053_at	4.99e-01	2.94e-01	1.26	TAF6L	TATA-box binding protein associated factor 6 like
204181_s_at	4.99e-01	2.94e-01	1.26	ZBTB43	zinc finger and BTB domain containing 43
221721_s_at	4.99e-01	2.94e-01	1.26	LZTS1	leucine zipper tumor suppressor 1
213676_at	4.99e-01	2.94e-01	1.26	TMEM151B	transmembrane protein 151B
1554909_at	4.99e-01	2.94e-01	1.26	CCDC36	coiled-coil domain containing 36
229457_at	4.99e-01	2.94e-01	1.26	ANKHD1	ankyrin repeat and KH domain containing 1
230955_s_at	4.99e-01	2.94e-01	1.26	NOL4L	nucleolar protein 4 like
231543_at	4.99e-01	2.94e-01	1.26	PLEKHA8	pleckstrin homology domain containing A8
227882_at	4.99e-01	2.94e-01	1.26	FKRP	fukutin related protein
209272_at	4.99e-01	2.94e-01	1.26	NAB1	NGFI-A binding protein 1
211458_s_at	4.99e-01	2.94e-01	1.26	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1
1567861_at	4.99e-01	2.94e-01	1.26	DNAH14	dynein axonemal heavy chain 14
233738_at	4.99e-01	2.94e-01	1.26		
